City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
336,Borogontsy,RU,62.6683,131.1683,-6.7,90,100,11.12,overcast clouds
337,Muzhi,RU,65.3667,64.6667,20.46,96,100,5.66,light snow
338,Obidos,BR,-1.9175,-55.5181,75.4,91,98,3.29,overcast clouds
339,Ormara,PK,25.2088,64.6357,74.66,72,0,5.84,clear sky
340,Vao,NC,-22.6667,167.4833,76.03,65,100,13.65,overcast clouds
341,Mazagao,BR,-0.115,-51.2894,78.8,94,20,4.61,few clouds
342,Diban,SY,35.0365,40.5167,67.03,54,98,5.48,overcast clouds
343,Hami,CN,42.8,93.45,52.21,21,95,4.88,overcast clouds
344,Sankheda,IN,22.1667,73.5833,77.0,61,22,9.22,smoke
345,Darhan,MN,49.4867,105.9228,32.63,69,18,1.39,few clouds
346,Mayo,US,38.8876,-76.5119,48.2,93,1,5.1,clear sky
347,Fort Nelson,CA,58.8053,-122.7002,17.6,73,75,3.44,light snow
348,Montreal,CA,45.5088,-73.5878,50.0,34,24,2.3,few clouds
349,Ekibastuz,KZ,51.6667,75.3667,27.81,91,100,10.25,snow
350,Kushiro,JP,42.975,144.3747,44.6,42,40,10.36,scattered clouds
351,Hay River,CA,60.8156,-115.7999,-11.2,70,100,8.05,overcast clouds
352,Bambari,CF,5.768,20.6757,74.68,70,100,2.82,overcast clouds
353,Mporokoso,ZM,-9.3727,30.125,61.03,97,100,1.5,moderate rain
354,Bacolod,PH,10.6667,122.95,88.0,57,100,13.78,overcast clouds
355,Saint-Joseph,RE,-21.3667,55.6167,78.8,73,0,5.75,clear sky
356,Adelaide,AU,-34.9333,138.6,79.0,64,20,14.97,few clouds
357,Nelson Bay,AU,-32.7167,152.15,69.8,94,90,12.66,moderate rain
358,Iquitos,PE,-3.7481,-73.2472,75.2,94,75,3.44,broken clouds
359,Bilibino,RU,68.0546,166.4372,3.54,63,100,5.17,overcast clouds
360,Osakarovka,KZ,50.565,72.5692,26.67,96,100,17.72,snow
361,Ranchi,IN,23.35,85.3333,73.4,49,3,4.38,haze
362,Dibulla,CO,11.2725,-73.3091,77.68,83,97,3.04,overcast clouds
363,Salalah,OM,17.0151,54.0924,73.4,46,0,3.44,clear sky
364,Alyangula,AU,-13.8483,136.4192,84.33,72,73,7.87,broken clouds
365,Mpongwe,ZM,-13.5091,28.155,62.73,96,64,6.82,broken clouds
366,Eyl,SO,7.9803,49.8164,71.87,71,6,8.59,clear sky
367,Souillac,MU,-20.5167,57.5167,75.2,94,40,5.75,scattered clouds
368,Lingao,CN,19.9103,109.6859,70.09,73,95,13.38,overcast clouds
369,Los Llanos De Aridane,ES,28.6585,-17.9182,64.4,63,90,12.66,overcast clouds
370,Olinda,BR,-8.0089,-34.8553,78.8,73,40,6.91,scattered clouds
371,Noyabrsk,RU,63.1994,75.4507,10.45,97,98,11.07,overcast clouds
372,Suntar,RU,62.1444,117.6319,-4.65,83,67,2.06,broken clouds
373,Aklavik,CA,68.2191,-135.0107,3.2,51,12,5.75,few clouds
374,Kieta,PG,-6.2167,155.6333,84.99,73,100,5.68,light rain
375,Camrose,CA,53.0168,-112.8353,28.0,76,100,8.01,overcast clouds
376,Pryvillya,UA,49.015,38.3046,33.89,96,100,3.76,snow
377,Pinyug,RU,60.251,47.7842,23.4,95,100,6.33,overcast clouds
378,Sao Felix Do Xingu,BR,-6.6447,-51.995,70.07,98,78,1.3,broken clouds
379,Posse,BR,-14.0931,-46.3694,69.57,57,100,2.53,overcast clouds
380,Buala,SB,-8.145,159.5921,85.15,71,63,6.44,light rain
381,Imuris,MX,30.7833,-110.8667,53.65,14,0,5.97,clear sky
382,Promyshlennaya,RU,54.9159,85.6385,28.4,74,90,15.66,overcast clouds
383,Salvador,SV,13.8333,-88.9167,77.0,73,0,2.3,clear sky
384,Killybegs,IE,54.6333,-8.45,46.99,87,88,10.0,overcast clouds
385,Ryotsu,JP,38.0833,138.4333,46.4,81,75,11.5,broken clouds
386,Namibe,AO,-15.1961,12.1522,70.99,80,28,4.38,scattered clouds
387,Port Lincoln,AU,-34.7333,135.8667,72.43,56,1,11.14,clear sky
388,Kuopio,FI,62.8924,27.677,5.0,85,0,5.75,clear sky
389,Katherine,AU,-14.4667,132.2667,91.4,58,40,4.61,scattered clouds
390,Vysotskoye,RU,45.025,42.9064,32.0,100,40,8.95,mist
391,Zeya,RU,53.75,127.2667,18.52,48,0,8.55,clear sky
392,Coahuayana,MX,18.7333,-103.6833,67.1,75,0,2.17,clear sky
393,Bonfim,BR,3.0833,-59.95,82.2,62,81,9.33,broken clouds
394,Iqaluit,CA,63.7506,-68.5145,-22.0,57,20,17.27,snow
395,Cockburn Town,TC,21.4612,-71.1419,77.54,75,2,13.4,clear sky
396,Iberia,US,29.9502,-91.7507,66.2,68,90,14.97,overcast clouds
397,Xining,CN,36.6167,101.7667,46.17,11,0,1.99,clear sky
398,Whitianga,NZ,-36.8333,175.7,66.02,63,33,6.49,scattered clouds
399,Esso,RU,55.9333,158.7,23.25,76,99,26.98,overcast clouds
400,Hobyo,SO,5.3505,48.5268,77.63,66,6,13.73,clear sky
401,Cayenne,GF,4.9333,-52.3333,75.99,94,90,2.3,overcast clouds
402,Vostok,RU,46.4856,135.8833,32.45,79,49,8.95,scattered clouds
403,Denpasar,ID,-8.65,115.2167,86.0,74,20,8.05,few clouds
404,Bilma,NE,18.6853,12.9164,81.7,16,31,10.78,scattered clouds
405,Lloydminster,CA,53.2835,-110.0016,26.6,80,90,11.5,light snow
406,Singapore,SG,1.2897,103.8501,86.0,66,75,4.61,light rain
407,Te Anau,NZ,-45.4167,167.7167,71.2,51,1,2.68,clear sky
408,Zlobin,HR,45.2924,14.6541,42.8,42,40,11.5,scattered clouds
409,San Jose,US,37.3394,-121.895,57.2,58,20,11.5,few clouds
410,Lunenburg,CA,44.3835,-64.3155,37.0,69,0,6.46,clear sky
411,Tucurui,BR,-3.7661,-49.6725,71.22,97,100,1.45,light rain
412,Panjab,AF,34.388,67.0233,29.17,95,100,5.21,overcast clouds
413,Datong,CN,40.0936,113.2914,49.01,24,0,9.13,clear sky
414,Inongo,CD,-1.95,18.2667,69.73,92,99,3.83,overcast clouds
415,Madison Heights,US,42.4859,-83.1052,59.0,36,90,6.17,overcast clouds
416,Zhangye,CN,38.9342,100.4517,48.9,12,34,4.61,scattered clouds
417,Namatanai,PG,-3.6667,152.4333,86.49,65,79,6.13,broken clouds
418,Kangaba,ML,11.9333,-8.4167,83.08,46,99,1.3,overcast clouds
419,Tabou,CI,4.423,-7.3528,77.14,88,86,7.05,overcast clouds
420,Kosa,RU,59.9445,54.9977,23.09,95,100,6.67,overcast clouds
421,Muncar,ID,-8.4333,114.3333,86.25,67,96,6.02,overcast clouds
422,Wladyslawowo,PL,54.7909,18.4009,37.0,93,40,9.22,scattered clouds
423,Loei,TH,17.4167,101.5,84.0,57,0,2.3,clear sky
424,Dembi Dolo,ET,8.5333,34.8,63.73,61,17,4.14,few clouds
425,Bay Roberts,CA,47.5999,-53.2648,39.2,52,20,19.57,few clouds
426,La Ronge,CA,55.1001,-105.2842,14.0,57,92,9.22,overcast clouds
427,Matiri,TZ,-10.75,34.9,59.14,97,99,2.75,moderate rain
428,Ketchikan,US,55.3422,-131.6461,41.0,87,1,2.04,clear sky
429,Palana,RU,59.1167,159.9667,27.61,97,100,7.67,snow
430,Simdega,IN,22.6167,84.5167,86.59,26,5,4.23,clear sky
431,Verkhoyansk,RU,67.5447,133.385,-4.74,83,85,8.5,overcast clouds
432,Lompoc,US,34.6391,-120.4579,53.6,76,90,11.5,overcast clouds
433,Hongjiang,CN,27.11,109.9956,55.29,70,100,1.12,overcast clouds
434,Gazanjyk,TM,39.2446,55.5154,44.83,77,100,15.43,overcast clouds
435,Elliot,ZA,-31.3333,27.85,48.34,64,0,3.96,clear sky
436,Cabra,ES,37.4725,-4.4421,45.0,70,40,2.62,scattered clouds
437,Tazovskiy,RU,67.4667,78.7,-11.47,97,65,4.92,broken clouds
438,Mushie,CD,-3.0167,16.9,68.79,94,100,1.59,overcast clouds
439,Calvinia,ZA,-31.4707,19.776,69.01,33,0,8.05,clear sky
440,Grindavik,IS,63.8424,-22.4338,33.8,80,40,25.32,scattered clouds
441,Hailar,CN,49.2,119.7,42.08,36,7,14.97,clear sky
442,Flagstaff,US,35.1981,-111.6513,42.01,32,1,10.36,clear sky
443,Spasskoye,RU,44.6108,132.7969,44.33,52,100,16.28,overcast clouds
444,Eltham,NZ,-39.4292,174.3,66.99,70,60,4.83,broken clouds
445,Ahipara,NZ,-35.1667,173.1667,67.3,62,74,5.1,broken clouds
446,Vuktyl,RU,63.8567,57.3094,24.04,95,99,10.47,light snow
447,Alice Springs,AU,-23.7,133.8833,75.2,73,90,5.75,overcast clouds
448,Martapura,ID,-3.4167,114.85,82.4,83,40,3.44,scattered clouds
449,Dalnerechensk,RU,45.9339,133.7225,38.28,64,100,13.58,overcast clouds
450,Shimoda,JP,34.6667,138.95,55.4,47,20,10.36,few clouds
451,Liverpool,GB,53.4106,-2.9779,48.2,71,90,6.91,overcast clouds
452,Guilin,CN,25.2819,110.2864,55.4,76,20,2.24,few clouds
453,Lugovoy,KZ,42.9472,72.7644,49.95,51,100,6.2,overcast clouds
454,Joshimath,IN,30.5667,79.5667,59.92,41,98,1.79,overcast clouds
455,Lamar,US,33.6668,-95.5836,57.99,88,90,13.8,heavy intensity rain
456,San Andres,CO,12.5847,-81.7006,80.6,74,40,6.91,scattered clouds
457,Clyde River,CA,70.4692,-68.5914,-22.0,69,75,17.27,broken clouds
458,Teya,RU,60.3778,92.6267,20.34,88,100,3.78,overcast clouds
459,Taikang,CN,46.8333,124.4167,49.71,41,100,13.35,overcast clouds
460,Skjervoy,NO,70.0311,20.9714,39.34,89,100,25.93,overcast clouds
461,Moguer,ES,37.2756,-6.8385,50.0,63,27,1.01,scattered clouds
462,Inza,RU,53.8533,46.3586,22.5,94,100,5.95,overcast clouds
463,Kudahuvadhoo,MV,2.6708,72.8944,82.58,67,11,3.29,few clouds
464,Portland,US,45.5234,-122.6762,46.99,63,33,1.99,scattered clouds
465,Solnechnyy,RU,50.7214,136.6319,33.12,63,100,11.65,overcast clouds
466,Pappinisseri,IN,11.95,75.35,84.25,69,31,3.11,scattered clouds
467,Orlik,RU,52.5178,99.825,24.04,80,91,3.0,overcast clouds
468,Janauba,BR,-15.8025,-43.3089,68.88,66,37,3.67,scattered clouds
469,Okhotsk,RU,59.3833,143.3,19.94,85,100,17.72,overcast clouds
470,Oyama,JP,36.3,139.8,59.0,33,20,8.05,few clouds
471,Kashan,IR,33.9831,51.4364,62.94,29,97,2.71,overcast clouds
472,Auki,SB,-8.7676,160.7034,86.7,64,49,3.53,scattered clouds
473,Beloha,MG,-25.1667,45.05,73.15,95,24,4.59,light rain
474,Klintsy,RU,52.7602,32.2393,21.69,92,15,7.23,few clouds
475,Corinto,GR,37.9407,22.9573,52.0,62,71,8.01,broken clouds
476,Bac Lieu,VN,9.285,105.7244,88.34,53,100,17.47,overcast clouds
477,Phayao,TH,19.25,100.25,86.0,48,4,3.15,light rain
478,Gayny,RU,60.3071,54.3241,24.76,94,100,6.71,overcast clouds
479,Kysyl-Syr,RU,63.8986,122.7617,-12.46,85,7,9.06,clear sky
480,Palmer,US,42.1584,-72.3287,46.4,36,1,3.44,clear sky
481,Arlit,NE,18.7369,7.3853,75.99,10,78,11.88,broken clouds
482,Prince Rupert,CA,54.3161,-130.3201,42.8,75,1,3.44,clear sky
483,Charters Towers,AU,-20.1,146.2667,90.82,41,93,3.78,overcast clouds
484,Saskatoon,CA,52.1168,-106.6345,33.8,80,40,12.66,light snow
485,Mackenzie,CA,55.2999,-123.1698,35.6,64,90,3.44,overcast clouds
486,Baykit,RU,61.67,96.37,17.74,88,100,3.51,overcast clouds
487,Smithers,CA,54.7804,-127.1743,41.0,45,75,10.36,broken clouds
488,Basoko,CD,1.2391,23.616,69.57,94,100,1.74,overcast clouds
489,Santa Isabel,BR,-23.3156,-46.2214,73.4,83,75,4.61,broken clouds
490,Valparaiso,CL,-33.0393,-71.6273,63.0,56,0,8.9,clear sky
491,Amapa,BR,1.0,-52.0,71.37,99,100,1.48,overcast clouds
492,Ipixuna,BR,-1.7625,-48.8043,73.4,94,40,4.61,scattered clouds
493,Zwedru,LR,6.0667,-8.1281,71.6,95,100,2.66,overcast clouds
494,Ust-Kut,RU,56.7938,105.7672,29.17,85,100,8.1,overcast clouds
495,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,32.0,74,75,13.42,light snow
496,Dieppe,FR,49.75,1.1667,35.01,93,39,2.3,scattered clouds
497,Hokitika,NZ,-42.7167,170.9667,62.62,75,99,7.96,overcast clouds
498,Golden,US,39.7555,-105.2211,37.0,86,75,6.91,light snow
499,Mangrol,IN,21.1167,70.1167,78.37,72,0,9.31,clear sky
500,Timmins,CA,48.4669,-81.3331,42.8,75,90,5.75,overcast clouds
501,Berga,NO,60.392,5.328,43.0,100,90,9.22,light rain
502,Gainesville,US,29.6516,-82.3248,60.8,77,1,5.75,clear sky
503,Kattivakkam,IN,13.2167,80.3167,78.8,83,20,2.3,mist
504,Caravelas,BR,-17.7125,-39.2481,74.3,85,0,3.51,clear sky
505,Batticaloa,LK,7.7102,81.6924,82.27,73,68,4.7,broken clouds
506,Kyshtovka,RU,56.555,76.6271,21.87,98,100,5.53,overcast clouds
507,Kirakira,SB,-10.4544,161.9205,83.5,76,100,5.35,overcast clouds
508,Hambantota,LK,6.1241,81.1185,78.8,100,20,3.44,few clouds
509,Guymon,US,36.6828,-101.4816,37.4,87,90,26.46,light rain
510,Muros,ES,42.7762,-9.0603,42.01,91,2,4.23,clear sky
511,Montepuez,MZ,-13.1256,38.9997,67.8,99,91,3.09,overcast clouds
512,Pimentel,PE,-6.8367,-79.9342,71.01,86,38,4.0,scattered clouds
513,Japura,ID,-0.3167,102.35,81.41,81,100,3.04,overcast clouds
514,Lagunas,PE,-5.2269,-75.6753,71.92,95,16,2.55,few clouds
515,Najran,SA,17.4924,44.1277,64.4,25,0,0.78,clear sky
516,Kjollefjord,NO,70.9457,27.3465,34.66,89,100,23.17,light snow
517,Arman,RU,59.7,150.1667,23.45,83,100,10.16,light snow
518,Yichang,CN,30.7144,111.2847,64.0,47,100,3.0,overcast clouds
519,Quanzhou,CN,24.9139,118.5858,60.8,48,0,11.18,clear sky
520,Kosovo Polje,XK,42.6394,21.0961,30.2,93,75,6.91,broken clouds
521,Lavrentiya,RU,65.5833,-171.0,1.85,83,3,4.54,clear sky
522,Waitati,NZ,-45.75,170.5667,61.0,87,27,4.0,scattered clouds
523,Itacare,BR,-14.2775,-38.9967,77.0,94,40,4.61,scattered clouds
524,Gomel,BY,52.4345,30.9754,27.0,86,0,8.95,clear sky
525,Tieling,CN,42.2931,123.8414,55.31,29,100,16.35,overcast clouds
526,Narayanpet,IN,16.7333,77.5,84.6,31,88,5.88,overcast clouds
527,Tikhvin,RU,59.6451,33.5294,8.67,99,87,1.32,overcast clouds
528,Panlaitan,PH,12.1191,119.8486,84.81,69,100,11.48,overcast clouds
529,Kovylkino,RU,54.0388,43.9139,24.01,97,100,4.59,light snow
530,Husavik,IS,66.0449,-17.3389,37.4,38,0,20.71,clear sky
531,Bosaso,SO,11.2842,49.1816,74.7,47,4,3.74,clear sky
532,Izhmorskiy,RU,56.194,86.6414,27.59,88,99,14.56,overcast clouds
533,Manokwari,ID,-0.8667,134.0833,83.41,66,65,3.31,broken clouds
534,Grodzisk Wielkopolski,PL,52.2276,16.3653,37.99,71,100,1.99,overcast clouds
535,Mungwi,ZM,-10.1732,31.3694,60.93,95,100,1.99,overcast clouds
536,Kuhdasht,IR,33.535,47.6061,53.82,45,98,4.34,overcast clouds
537,Pedernales,DO,18.0384,-71.744,77.09,77,100,5.59,overcast clouds
538,Nouakchott,MR,18.0858,-15.9785,68.0,64,0,12.66,clear sky
539,Christchurch,NZ,-43.5333,172.6333,69.8,60,8,11.5,clear sky
540,Markova,UA,48.6758,24.4138,21.78,88,72,5.7,broken clouds
541,Canar,EC,-2.55,-78.9333,57.2,94,100,0.83,overcast clouds
542,La Serena,CL,-29.9078,-71.2542,59.0,94,0,1.14,clear sky
543,Aksarka,RU,66.5606,67.7975,11.68,94,100,3.13,light snow
544,Ozernovskiy,RU,51.5,156.5167,29.86,76,100,29.44,light snow
545,Vaitape,PF,-16.5167,-151.75,83.77,73,10,14.99,light rain
546,Wukari,NG,7.85,9.7833,80.08,69,100,5.82,overcast clouds
547,Kharitonovo,RU,61.4009,47.4978,22.91,97,99,3.67,light snow
548,Kreminna,UA,49.0495,38.2179,34.29,91,100,2.93,light snow
549,Forssa,FI,60.8146,23.6215,28.0,93,100,1.01,overcast clouds
550,Byron Bay,AU,-28.65,153.6167,71.6,100,90,16.11,light rain
551,Krasnoarmeysk,RU,51.0239,45.6969,30.99,74,100,5.93,overcast clouds
552,Umm Lajj,SA,25.0213,37.2685,78.75,49,0,6.33,clear sky
553,Salym,RU,60.0625,71.4789,13.48,96,93,6.11,overcast clouds
554,Paita,PE,-5.0892,-81.1144,75.27,78,19,11.01,few clouds
555,Wattegama,LK,6.7989,81.4808,78.8,100,20,3.44,few clouds
556,Juegang,CN,32.3174,121.1855,61.0,44,0,10.38,clear sky
557,Roald,NO,62.5833,6.1333,46.4,81,90,13.8,overcast clouds
558,Ostrovnoy,RU,68.0531,39.5131,11.62,90,90,12.57,overcast clouds
559,Sale,MA,34.0389,-6.8166,48.0,100,0,5.64,clear sky
560,Altay,CN,47.8667,88.1167,37.26,54,100,3.09,overcast clouds
561,Simcoe,CA,42.8334,-80.2997,51.01,56,100,2.3,overcast clouds
562,Gonaives,HT,19.45,-72.6833,75.58,75,2,1.43,clear sky
563,Kapit,MY,2.0167,112.9333,86.85,64,86,2.89,overcast clouds
564,Shache,CN,38.4167,77.2406,49.96,33,16,1.52,few clouds
565,Sorland,NO,67.667,12.6934,41.86,80,100,31.32,overcast clouds
566,Zapolyarnyy,RU,69.4154,30.8136,24.8,74,40,18.41,scattered clouds
567,Gravdal,NO,68.1214,13.5031,40.73,81,93,31.03,overcast clouds
568,Jimo,CN,36.3897,120.4622,60.8,31,0,11.18,clear sky
569,Antalaha,MG,-14.9003,50.2788,74.93,91,25,4.32,scattered clouds
570,Vila Velha,BR,-20.3297,-40.2925,78.8,83,75,2.3,broken clouds
571,Roros,NO,62.5747,11.3842,23.0,93,90,3.44,overcast clouds
572,Banda Aceh,ID,5.5577,95.3222,85.57,62,97,9.57,overcast clouds
573,Yulara,AU,-25.2406,130.9889,73.4,73,90,6.91,overcast clouds
574,Luba,GQ,3.4568,8.5547,77.99,87,100,5.21,moderate rain
575,Pontianak,ID,-0.0333,109.3333,80.6,89,40,3.44,scattered clouds
576,Morondava,MG,-20.2833,44.2833,76.73,86,37,5.37,light rain
577,Huangpi,CN,30.8845,114.3779,57.2,51,100,4.47,overcast clouds
578,Along,IN,28.1667,94.7667,83.19,29,7,0.65,clear sky
579,Paso De Los Toros,UY,-32.8167,-56.5167,65.08,77,99,5.91,overcast clouds
580,Chingirlau,KZ,51.095,54.0814,17.69,95,97,7.45,overcast clouds
581,Faya,SA,18.3851,42.4509,59.0,76,0,3.74,clear sky
582,Milkovo,RU,54.7167,158.6167,30.81,64,45,26.11,scattered clouds
583,Svetlyy,RU,54.675,20.1347,39.2,87,0,6.71,clear sky
584,Biak,ID,-0.9131,122.8766,84.29,65,100,1.68,overcast clouds
585,Hamilton,US,39.1834,-84.5333,55.99,50,75,4.43,broken clouds
586,Wageningen,NL,51.9667,5.6667,41.0,81,90,2.3,overcast clouds
587,Upata,VE,8.0086,-62.3989,73.63,78,58,6.8,broken clouds
588,Puerto Ayacucho,VE,5.6639,-67.6236,75.16,87,96,2.51,overcast clouds
589,Royan,FR,45.6285,-1.0281,37.4,81,0,3.44,clear sky
590,Rocha,UY,-34.4833,-54.3333,62.8,81,100,0.27,moderate rain
591,Kumano,JP,34.3442,132.5894,55.4,62,75,8.05,broken clouds
592,Kulhudhuffushi,MV,6.6221,73.07,83.21,71,11,6.2,few clouds
593,Sembakung,ID,3.8167,117.25,77.63,94,100,2.86,moderate rain
594,Morgan City,US,29.6994,-91.2068,66.2,77,90,12.66,overcast clouds
595,Saint Andrews,US,34.0454,-81.1293,66.2,48,75,9.22,broken clouds
596,Beidao,CN,34.5686,105.8933,43.0,32,0,5.99,clear sky
597,Nerchinskiy Zavod,RU,51.3088,119.61,31.24,83,47,5.5,scattered clouds
598,Makinsk,KZ,52.6292,70.4169,14.36,94,100,3.69,overcast clouds
599,Chaplynka,UA,46.3651,33.5403,34.27,94,100,8.79,overcast clouds
600,Lufkin,US,31.3382,-94.7291,66.2,94,90,5.75,overcast clouds
601,San Quintin,MX,30.4833,-115.95,56.28,81,0,14.23,clear sky
602,Osmaniye,TR,37.0742,36.2478,63.0,69,100,4.36,overcast clouds
603,Kuytun,RU,54.3419,101.5036,31.17,94,97,5.53,overcast clouds
604,Aksha,RU,50.2814,113.2867,40.59,42,13,16.17,few clouds
605,Rudnyy,KZ,52.9594,63.1206,8.6,85,90,4.38,fog
606,Kidal,ML,18.4411,1.4078,74.14,13,10,12.03,clear sky
607,Paamiut,GL,61.994,-49.6678,14.76,68,100,6.44,overcast clouds
608,Clarence Town,AU,-32.5833,151.7833,69.8,94,90,12.66,light rain
609,North Bend,US,43.4065,-124.2243,46.4,81,75,4.61,broken clouds
610,Paraiso,CR,9.8383,-83.8656,69.8,100,75,3.44,broken clouds
611,Sao Filipe,CV,14.8961,-24.4956,69.89,72,13,10.74,few clouds
612,Anqing,CN,30.5092,117.0506,59.85,37,100,6.91,overcast clouds
613,Polunochnoye,RU,60.8697,60.4153,20.26,93,100,4.99,overcast clouds
614,Qandala,SO,11.472,49.8728,77.79,37,2,3.53,clear sky
615,Bubaque,GW,11.2833,-15.8333,76.32,63,98,14.88,overcast clouds
616,Suez,EG,29.9737,32.5263,73.11,62,100,26.04,overcast clouds
617,Kaoma,ZM,-14.7833,24.8,62.29,97,7,4.81,clear sky
618,Togur,RU,58.3631,82.8265,25.79,94,94,5.82,overcast clouds
619,Seymchan,RU,62.8833,152.4333,7.43,83,100,19.71,light snow
620,Ramsar,IR,36.9226,50.6426,46.4,93,20,4.61,few clouds
621,Fuerte Olimpo,PY,-21.0415,-57.8738,71.06,96,100,3.71,overcast clouds
622,Plettenberg Bay,ZA,-34.0527,23.3716,61.02,82,1,6.2,clear sky
623,Inta,RU,66.0317,60.1659,22.96,95,100,7.85,light snow
624,Port Shepstone,ZA,-30.7414,30.455,65.75,74,32,4.05,scattered clouds
625,Oelde,DE,51.8167,8.15,42.01,85,82,5.77,broken clouds
626,Kavaratti,IN,10.5669,72.642,82.44,74,100,9.6,overcast clouds
627,Kaeo,NZ,-35.1,173.7833,73.0,62,66,7.0,broken clouds
628,Gorontalo,ID,0.5412,123.0595,86.81,69,98,2.93,overcast clouds
629,Chilca,PE,-12.5211,-76.7372,73.0,78,0,12.66,clear sky
630,Zamora,EC,-4.0692,-78.9567,68.45,97,100,1.81,moderate rain
631,Taseyevo,RU,57.2169,94.8978,30.27,94,100,4.92,snow
632,Novoagansk,RU,61.9449,76.6625,14.09,95,98,6.22,overcast clouds
633,Krasnaya Gora,RU,52.9995,31.6023,24.8,86,0,8.95,clear sky
634,Raga,SS,8.4596,25.678,74.98,69,100,4.74,overcast clouds
635,Sawtell,AU,-30.3833,153.1,71.6,94,75,20.71,heavy intensity drizzle
636,North Berwick,GB,56.0583,-2.7229,46.99,71,92,3.0,overcast clouds
637,Amga,RU,60.8953,131.9608,-9.13,88,100,9.62,overcast clouds
638,Cortez,US,37.3489,-108.5859,44.6,23,1,12.66,clear sky
639,Aswan,EG,24.0934,32.907,81.66,29,0,8.95,clear sky
640,Bismil,TR,37.8486,40.6658,50.0,87,0,4.61,clear sky
641,Kandi,BJ,11.1342,2.9386,81.52,38,77,6.89,broken clouds
642,Zacatepec,MX,18.65,-99.2,78.44,26,4,1.72,clear sky
643,Mukhen,RU,48.1,136.1,37.62,70,76,13.24,broken clouds
644,Alekseyevka,RU,50.6309,38.6903,33.64,64,100,3.56,overcast clouds
645,Lundazi,ZM,-12.2929,33.1782,63.86,96,99,6.53,light rain
646,Rincon,US,32.296,-81.2354,62.6,77,1,4.61,clear sky
647,Port Macquarie,AU,-31.4333,152.9167,69.8,100,90,12.66,moderate rain
648,Quatre Cocos,MU,-20.2078,57.7625,77.0,94,40,5.75,scattered clouds
649,Severnyy,RU,50.677,36.5532,30.2,100,90,6.71,light snow
650,Elias Fausto,BR,-23.0428,-47.3739,75.0,78,0,11.5,clear sky
651,La Ligua,CL,-32.4524,-71.2311,63.25,70,0,0.96,clear sky
652,Nabire,ID,-3.3667,135.4833,81.43,79,99,3.69,overcast clouds
653,Pundaguitan,PH,6.3711,126.1689,82.69,74,97,15.43,overcast clouds
654,Swan Hill,AU,-35.3378,143.5544,66.88,74,100,10.11,overcast clouds
655,Kouroussa,GN,10.65,-9.8833,83.48,42,99,5.66,overcast clouds
656,Padang,ID,-0.9492,100.3543,82.4,78,40,1.14,scattered clouds
657,Isiro,CD,2.7739,27.616,65.16,98,71,2.24,broken clouds
658,Kruisfontein,ZA,-34.0033,24.7314,55.99,94,0,1.01,clear sky
659,Handia,IN,25.3833,82.1833,78.8,50,0,3.44,haze
660,Vanderhoof,CA,54.0166,-124.0198,28.94,91,4,3.09,clear sky
661,Bonavista,CA,48.6499,-53.1147,39.2,52,8,9.22,clear sky
662,Sibolga,ID,1.7427,98.7792,84.4,64,100,2.24,overcast clouds
663,Yingkou,CN,40.6648,122.2283,45.7,51,4,20.47,clear sky
664,Suclayin,PH,15.7568,121.5503,77.86,90,96,11.99,overcast clouds
665,Abu Dhabi,AE,24.4667,54.3667,69.8,52,0,3.44,clear sky
666,Batagay-Alyta,RU,67.8006,130.4114,-4.14,89,100,5.93,overcast clouds
667,Adrar,MR,20.5022,-10.0711,67.39,20,37,11.97,scattered clouds
668,Tigil,RU,57.8,158.6667,28.47,72,100,35.99,light snow
669,Kvitok,RU,56.0724,98.4813,32.4,89,100,5.26,overcast clouds
670,Balkanabat,TM,39.5108,54.3671,47.53,71,95,12.88,overcast clouds
671,Doha,QA,25.2867,51.5333,75.2,31,0,2.3,clear sky
672,Buchanan,LR,5.8808,-10.0467,76.46,87,100,4.97,overcast clouds
673,Araouane,ML,18.9048,-3.5265,68.11,15,9,11.3,clear sky
674,The Valley,AI,18.217,-63.0578,78.8,73,20,10.36,few clouds
675,Guanica,PR,17.9716,-66.908,75.99,24,16,1.99,few clouds
676,Vestmanna,FO,62.1564,-7.1664,41.0,93,90,5.75,drizzle
677,Tottori,JP,35.5,134.2333,57.2,41,20,11.5,few clouds
678,Visnes,NO,59.3556,5.2242,43.0,100,90,4.61,overcast clouds
679,Vanavara,RU,60.34,102.2797,20.25,89,99,4.79,overcast clouds
680,Poughkeepsie,US,41.7004,-73.921,44.01,51,0,2.68,clear sky
681,Nhulunbuy,AU,-12.2333,136.7667,87.8,70,40,8.05,scattered clouds
682,Zhangjiakou,CN,40.81,114.8794,48.56,28,0,3.94,clear sky
683,Rongcheng,CN,30.634,117.8517,61.27,38,95,3.31,overcast clouds
684,Deputatskiy,RU,69.3,139.9,-5.93,91,100,4.27,overcast clouds
685,Redwater,US,33.3582,-94.2544,64.4,63,90,5.75,overcast clouds
686,Columbia,US,34.0007,-81.0348,66.2,52,90,5.75,overcast clouds
687,Tomatlan,MX,19.9333,-105.25,66.42,68,1,3.94,clear sky
688,Kozachi Laheri,UA,46.7037,32.9776,33.8,93,75,4.47,broken clouds
689,Dalby,AU,-27.1833,151.2667,77.0,81,100,4.0,light rain
